"AptName","Target","TargetFullName","EntrezGeneSymbol","UniProt"
"seq.11154.3","NF2L1","Nuclear factor erythroid 2-related factor 1","NFE2L1","Q14494"
"seq.11155.16","CO6A5","Collagen alpha-5(VI) chain","COL6A5","A8TX70"
"seq.11157.35","HSP 70","Heat shock 70 kDa protein 1A","HSPA1A","P0DMV8"
"seq.11158.40","BICR1","Bicaudal D-related protein 1","BICDL1","Q6ZP65"
"seq.11159.14","MUL1:CD","Mitochondrial ubiquitin ligase activator of NFKB 1:Cytoplasmic domain","MUL1","Q969V5"
"seq.11160.56","RN122","RING finger protein 122","RNF122","Q9H9V4"
"seq.11161.5","SPG20","Spartin","SPART","Q8N0X7"
"seq.11162.37","EQTN","Equatorin","EQTN","Q9NQ60"
"seq.11163.7","F162B","Protein FAM162B","FAM162B","Q5T6X4"
"seq.11164.7","TEN2","Teneurin-2","TENM2","Q9NT68"
"seq.11167.6","MTMR1","Myotubularin-related protein 1","MTMR1","Q13613"
"seq.11168.3","MEG10","Multiple epidermal growth factor-like domains protein 10","MEGF10","Q96KG7"
"seq.11171.25","filamin A:CH2","Filamin-A:Calponin Homology 2","FLNA","P21333"
"seq.11173.29","MILR1","Allergin-1","MILR1","Q7Z6M3"
"seq.11174.8","THS7A:TSP type-1 domain 6","Thrombospondin type-1 domain-containing protein 7A:Thrombospondin type-1 domain 6","THSD7A","Q9UPZ6"
"seq.11175.45","PCAT2","Lysophosphatidylcholine acyltransferase 2","LPCAT2","Q7L5N7"
"seq.11177.16","K2C5","Keratin; type II cytoskeletal 5","KRT5","P13647"
"seq.11178.21","SVEP1:EGF-like domains 4-6","Sushi; von Willebrand factor type A; EGF and pentraxin domain-containing protein 1:EGF-like domains 4-6","SVEP1","Q4LDE5"
"seq.11179.7","TSSK1","Testis-specific serine/threonine-protein kinase 1","TSSK1B","Q9BXA7"
"seq.11180.17","SMRC1","SWI/SNF complex subunit SMARCC1","SMARCC1","Q92922"
"seq.11184.51","CgA","Chromogranin-A","CHGA","P10645"
"seq.11185.145","GCH1","GTP cyclohydrolase 1","GCH1","P30793"
"seq.11186.12","TMM52","Transmembrane protein 52","TMEM52","Q8NDY8"
"seq.11187.11","CL12A","C-type lectin domain family 12 member A","CLEC12A","Q5QGZ9"
"seq.11190.129","YMEL1","ATP-dependent zinc metalloprotease YME1L1","YME1L1","Q96TA2"
"seq.11192.168","TINAL","Tubulointerstitial nephritis antigen-like","TINAGL1","Q9GZM7"
"seq.11193.27","HNF1A","Hepatocyte nuclear factor 1-alpha","HNF1A","P20823"
"seq.11194.6","SIT1","Signaling threshold-regulating transmembrane adapter 1","SIT1","Q9Y3P8"
"seq.11196.31","Collagen alpha-3(VI):BPTI/Kunitz inhibitor","Collagen alpha-3(VI) chain:Bovine pancreatic trypsin inhibitor/Kunitz inhibitor domain; isoform 1","COL6A3","P12111"
"seq.11198.37","CR3L1","Cyclic AMP-responsive element-binding protein 3-like protein 1","CREB3L1","Q96BA8"
"seq.11200.52","C1QR1","Complement component C1q receptor","CD93","Q9NPY3"
"seq.11201.19","TRUA","tRNA pseudouridine synthase A; mitochondrial","PUS1","Q9Y606"
"seq.11202.70","TBX5","T-box transcription factor TBX5","TBX5","Q99593"
"seq.11203.97","KPYR","Pyruvate kinase PKLR","PKLR","P30613"
"seq.11204.80","CXAR","Coxsackievirus and adenovirus receptor","CXADR","P78310"
"seq.11205.10","Integrin beta-7","Integrin beta-7","ITGB7","P26010"
"seq.11207.3","Macrophage scavenger receptor:CD","Macrophage scavenger receptor types I and II:Cytoplasmic domain","MSR1","P21757"
"seq.11208.15","NAGPA","N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase","NAGPA","Q9UK23"
"seq.11211.7","TBCE","Tubulin-specific chaperone E","TBCE","Q15813"
"seq.11212.7","TXND5","Thioredoxin domain-containing protein 5","TXNDC5","Q8NBS9"
"seq.11214.40","DNJB9","DnaJ homolog subfamily B member 9","DNAJB9","Q9UBS3"
"seq.11215.6","CAD15:CD","Cadherin-15:Cytoplasmic domain","CDH15","P55291"
"seq.11217.16","CTBP1","C-terminal-binding protein 1","CTBP1","Q13363"
"seq.11218.84","TPMT","Thiopurine S-methyltransferase","TPMT","P51580"
"seq.11219.95","FGFP3","Fibroblast growth factor-binding protein 3","FGFBP3","Q8TAT2"
"seq.11220.53","CJ105","Uncharacterized protein C10orf105","C10orf105","Q8TEF2"
"seq.11223.1","TM154","Transmembrane protein 154","TMEM154","Q6P9G4"
"seq.11226.16","UBE3A","Ubiquitin-protein ligase E3A","UBE3A","Q05086"
"seq.11227.31","TBL2","Transducin beta-like protein 2","TBL2","Q9Y4P3"
"seq.11228.37","RIC3","Protein RIC-3","RIC3","Q7Z5B4"
"seq.11229.16","ERN1","Serine/threonine-protein kinase/endoribonuclease IRE1","ERN1","O75460"
"seq.11231.12","ADXL","Adrenodoxin-like protein; mitochondrial","FDX2","Q6P4F2"
"seq.11232.46","Holo-TC I","Transcobalamin-1","TCN1","P20061"
"seq.11237.49","PCOC1","Procollagen C-endopeptidase enhancer 1","PCOLCE","Q15113"
"seq.11239.49","TMPS6","Transmembrane protease serine 6","TMPRSS6","Q8IU80"
"seq.11241.8","ARLY","Argininosuccinate lyase","ASL","P04424"
"seq.11242.33","TGM1","Protein-glutamine gamma-glutamyltransferase K","TGM1","P22735"
"seq.11243.90","GPR110","Adhesion G-protein coupled receptor F1","ADGRF1","Q5T601"
"seq.11245.43","filamin A:CH1","Filamin-A:Calponin Homology 1","FLNA","P21333"
"seq.11246.3","LPLC1","BPI fold-containing family B member 1","BPIFB1","Q8TDL5"
"seq.11247.20","NAGS","N-acetylglutamate synthase; mitochondrial","NAGS","Q8N159"
"seq.11248.43","HEM4","Uroporphyrinogen-III synthase","UROS","P10746"
"seq.11252.30","LRCH4:CH","Leucine-rich repeat and calponin homology domain-containing protein 4:Calponin Homology","LRCH4","O75427"
"seq.11254.13","PPN","Papilin","PAPLN","O95428"
"seq.11257.1","DHPR","Dihydropteridine reductase","QDPR","P09417"
"seq.11258.41","MAdCAM-1","Mucosal addressin cell adhesion molecule 1","MADCAM1","Q13477"
"seq.11262.39","TRABD","TraB domain-containing protein","TRABD","Q9H4I3"
"seq.11263.57","CASQ1","Calsequestrin-1","CASQ1","P31415"
"seq.11264.33","XDH","Xanthine dehydrogenase/oxidase","XDH","P47989"
"seq.11265.8","Retinal dehydrogenase 1","Retinal dehydrogenase 1","ALDH1A1","P00352"
"seq.11266.8","SELPL:ECD","P-selectin glycoprotein ligand 1:Extracellular domain","SELPLG","Q14242"
"seq.11270.17","CHC10","Coiled-coil-helix-coiled-coil-helix domain-containing protein 10; mitochondrial","CHCHD10","Q8WYQ3"
"seq.11273.176","GSTT2","Glutathione S-transferase theta-2B","GSTT2B","P0CG30"
"seq.11275.94","LRP1B","Low-density lipoprotein receptor-related protein 1B","LRP1B","Q9NZR2"
"seq.11277.23","ATF6A","Cyclic AMP-dependent transcription factor ATF-6 alpha","ATF6","P18850"
"seq.11278.4","COL11A2","Collagen alpha-2(XI) chain","COL11A2","P13942"
"seq.11280.6","DCE1","Glutamate decarboxylase 1","GAD1","Q99259"
"seq.11281.6","GRB7","Growth factor receptor-bound protein 7","GRB7","Q14451"
"seq.11282.16","Macrophage scavenger receptor:ECD","Macrophage scavenger receptor types I and II:Extracellular domain","MSR1","P21757"
"seq.11283.13","DCAF5","DDB1- and CUL4-associated factor 5","DCAF5","Q96JK2"
"seq.11284.24","LAIR1","Leukocyte-associated immunoglobulin-like receptor 1","LAIR1","Q6GTX8"
"seq.11285.8","CD34","Hematopoietic progenitor cell antigen CD34","CD34","P28906"
"seq.11286.78","SELS","Selenoprotein S","SELENOS","Q9BQE4"
"seq.11287.14","Cytochrome b5","Cytochrome b5","CYB5A","P00167"
"seq.11288.26","5NTC","Cytosolic purine 5'-nucleotidase","NT5C2","P49902"
"seq.11289.31","KC1D","Casein kinase I isoform delta","CSNK1D","P48730"
"seq.11292.13","SCAR3:region 2","Scavenger receptor class A member 3:region 2","SCARA3","Q6AZY7"
"seq.11293.14","LRRN1:CD","Leucine-rich repeat neuronal protein 1:Cytoplasmic domain","LRRN1","Q6UXK5"
"seq.11297.54","NOTC2","Neurogenic locus notch homolog protein 2","NOTCH2","Q04721"
"seq.11300.32","SORT","Sortilin","SORT1","Q99523"
"seq.11302.237","TENR","Tenascin-R","TNR","Q92752"
"seq.11303.7","SAMH1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMHD1","Q9Y3Z3"
"seq.11307.33","WWP1","NEDD4-like E3 ubiquitin-protein ligase WWP1","WWP1","Q9H0M0"
"seq.11308.8","CR3L4","Cyclic AMP-responsive element-binding protein 3-like protein 4","CREB3L4","Q8TEY5"
"seq.11310.8","Desmoglein-3","Desmoglein-3","DSG3","P32926"
"seq.11311.79","RAG-1","V(D)J recombination-activating protein 1","RAG1","P15918"
"seq.11312.40","PMS2","Mismatch repair endonuclease PMS2","PMS2","P54278"
"seq.11313.100","PHS","Pterin-4-alpha-carbinolamine dehydratase","PCBD1","P61457"
"seq.11315.148","PPM1D","Protein phosphatase 1D","PPM1D","O15297"
"seq.11318.20","Apo A-V","Apolipoprotein A-V","APOA5","Q6Q788"
"seq.11319.106","MRE11","Double-strand break repair protein MRE11","MRE11","P49959"
"seq.11320.29","CHFR","E3 ubiquitin-protein ligase CHFR","CHFR","Q96EP1"
"seq.11324.3","PXDNL","Peroxidasin-like protein","PXDNL","A1KZ92"
"seq.11325.8","BTG2","Protein BTG2","BTG2","P78543"
"seq.11328.9","USB1","U6 snRNA phosphodiesterase","USB1","Q9BQ65"
"seq.11330.15","CSK2B","Casein kinase II subunit beta","CSNK2B","P67870"
"seq.11333.82","RHG25","Rho GTPase-activating protein 25","ARHGAP25","P42331"
"seq.11334.7","LIRB3","Leukocyte immunoglobulin-like receptor subfamily B member 3","LILRB3","O75022"
"seq.11336.9","FANCF","Fanconi anemia group F protein","FANCF","Q9NPI8"
"seq.11338.49","BLK","Tyrosine-protein kinase BLK","BLK","P51451"
"seq.11342.59","PXDC2:CD","Plexin domain-containing protein 2:Cytoplasmic domain","PLXDC2","Q6UX71"
"seq.11348.132","P4HA2","Prolyl 4-hydroxylase subunit alpha-2","P4HA2","O15460"
"seq.11350.30","CHIP","E3 ubiquitin-protein ligase CHIP","STUB1","Q9UNE7"
"seq.11351.233","NHEJ1","Non-homologous end-joining factor 1","NHEJ1","Q9H9Q4"
"seq.11352.42","TITIN","Titin","TTN","Q8WZ42"
"seq.11353.143","SMAD2","Mothers against decapentaplegic homolog 2","SMAD2","Q15796"
"seq.11355.10","IF5A2","Eukaryotic translation initiation factor 5A-2","EIF5A2","Q9GZV4"
"seq.11356.19","DGC14","Protein DGCR14","ESS2","Q96DF8"
"seq.11358.15","GRB10","Growth factor receptor-bound protein 10","GRB10","Q13322"
"seq.11360.39","RRM1","Ribonucleoside-diphosphate reductase large subunit","RRM1","P23921"
"seq.11361.73","TP","Thymidine phosphorylase","TYMP","P19971"
"seq.11363.58","AQP4","Aquaporin-4","AQP4","P55087"
"seq.11364.18","MFN1","Mitofusin-1","MFN1","Q8IWA4"
"seq.11365.17","TEN4","Teneurin-4","TENM4","Q6N022"
"seq.11368.32","KAD2","Adenylate kinase 2; mitochondrial","AK2","P54819"
"seq.11369.23","ADHX","Alcohol dehydrogenase class-3","ADH5","P11766"
"seq.11370.20","INP5E","72 kDa inositol polyphosphate 5-phosphatase","INPP5E","Q9NRR6"
"seq.11371.1","GP101","Probable G-protein coupled receptor 101","GPR101","Q96P66"
"seq.11372.2","ZNF18","Zinc finger protein 18","ZNF18","P17022"
"seq.11375.49","FOXL2","Forkhead box protein L2","FOXL2","P58012"
"seq.11377.19","ADH7","Alcohol dehydrogenase class 4 mu/sigma chain","ADH7","P40394"
"seq.11378.37","KSYK:SH2; 1 and 2","Tyrosine-protein kinase SYK:Src Homology domain","SYK","P43405"
"seq.11380.84","RBM24","RNA-binding protein 24","RBM24","Q9BX46"
"seq.11381.56","PRPS1","Ribose-phosphate pyrophosphokinase 1","PRPS1","P60891"
"seq.11382.5","BIEA","Biliverdin reductase A","BLVRA","P53004"
"seq.11383.41","Keratin 7","Keratin; type II cytoskeletal 7","KRT7","P08729"
"seq.11387.3","ATF6B","Cyclic AMP-dependent transcription factor ATF-6 beta","ATF6B","Q99941"
"seq.11388.75","HE4","WAP four-disulfide core domain protein 2","WFDC2","Q14508"
"seq.11390.24","Carbonic Anhydrase VIII","Carbonic anhydrase-related protein","CA8","P35219"
"seq.11391.69","MVK","Mevalonate kinase","MVK","Q03426"
"seq.11395.5","FAK2:FERM","Protein-tyrosine kinase 2-beta:4.1 protein; ezrin; radixin; moesin domain","PTK2B","Q14289"
"seq.11396.39","DNAI1","Dynein intermediate chain 1; axonemal","DNAI1","Q9UI46"
"seq.11401.181","RN146","E3 ubiquitin-protein ligase RNF146","RNF146","Q9NTX7"
"seq.11402.17","KMT2C","Histone-lysine N-methyltransferase 2C","KMT2C","Q8NEZ4"
"seq.11405.150","CARD9","Caspase recruitment domain-containing protein 9","CARD9","Q9H257"
"seq.11406.82","ACAD8","Isobutyryl-CoA dehydrogenase; mitochondrial","ACAD8","Q9UKU7"
"seq.11407.57","PLS3","Phospholipid scramblase 3","PLSCR3","Q9NRY6"
"seq.11416.23","FBXL4:LRR4 and LRR5","F-box/LRR-repeat protein 4:Leucine-rich repeats 4 and 5","FBXL4","Q9UKA2"
"seq.11421.10","EHD4","EH domain-containing protein 4","EHD4","Q9H223"
"seq.11422.2","DLX3","Homeobox protein DLX-3","DLX3","O60479"
"seq.11424.4","FAAA","Fumarylacetoacetase","FAH","P16930"
"seq.11425.31","RUFY1","RUN and FYVE domain-containing protein 1","RUFY1","Q96T51"
"seq.11428.31","PDLI1","PDZ and LIM domain protein 1","PDLIM1","O00151"
"seq.11429.80","hnRNP C1/C2","Heterogeneous nuclear ribonucleoproteins C1/C2","HNRNPC","P07910"
"seq.11430.49","DTX1","E3 ubiquitin-protein ligase DTX1","DTX1","Q86Y01"
"seq.11431.235","RECQ1","ATP-dependent DNA helicase Q1","RECQL","P46063"
"seq.11432.11","PQBP1","Polyglutamine-binding protein 1","PQBP1","O60828"
"seq.11433.11","TECT2","Tectonic-2","TCTN2","Q96GX1"
"seq.11436.6","AINX","Alpha-internexin","INA","Q16352"
"seq.11438.6","DNJB2","DnaJ homolog subfamily B member 2","DNAJB2","P25686"
"seq.11439.88","RHPN2","Rhophilin-2","RHPN2","Q8IUC4"
"seq.11440.58","SOCS-3","Suppressor of cytokine signaling 3","SOCS3","O14543"
"seq.11441.11","PYGL","Glycogen phosphorylase; liver form","PYGL","P06737"
"seq.11442.1","DNER:CD","Delta and Notch-like epidermal growth factor-related receptor:Cytoplasmic domain","DNER","Q8NFT8"
"seq.11444.49","RPC6","DNA-directed RNA polymerase III subunit RPC6","POLR3F","Q9H1D9"
"seq.11448.34","GALK1","Galactokinase","GALK1","P51570"
"seq.11450.110","Protein disulfide-isomerase","Protein disulfide-isomerase","P4HB","P07237"
"seq.11454.87","EIF3G","Eukaryotic translation initiation factor 3 subunit G","EIF3G","O75821"
"seq.11456.2","MAGBA","Melanoma-associated antigen B10","MAGEB10","Q96LZ2"
"seq.11457.53","GALE","UDP-glucose 4-epimerase","GALE","Q14376"
"seq.11458.30","PCBP1","Poly(rC)-binding protein 1","PCBP1","Q15365"
"seq.11459.81","ELL","RNA polymerase II elongation factor ELL","ELL","P55199"
"seq.11462.8","RBM9","RNA binding protein fox-1 homolog 2","RBFOX2","O43251"
"seq.11464.9","RELB","Transcription factor RelB","RELB","Q01201"
"seq.11465.4","GP135","Probable G-protein coupled receptor 135","GPR135","Q8IZ08"
"seq.11468.15","RBM19","Probable RNA-binding protein 19","RBM19","Q9Y4C8"
"seq.11476.43","VPS4A","Vacuolar protein sorting-associated protein 4A","VPS4A","Q9UN37"
"seq.11480.1","Aldehyde dehydrogenase; class 3","Aldehyde dehydrogenase; dimeric NADP-preferring","ALDH3A1","P30838"
"seq.11481.25","TIMD3","Hepatitis A virus cellular receptor 2","HAVCR2","Q8TDQ0"
"seq.11486.26","ZN174","Zinc finger protein 174","ZNF174","Q15697"
"seq.11487.4","Testican-1","Testican-1","SPOCK1","Q08629"
"seq.11490.42","UBL4A","Ubiquitin-like protein 4A","UBL4A","P11441"
"seq.11493.169","DYL2","Dynein light chain 2; cytoplasmic","DYNLL2","Q96FJ2"
"seq.11494.4","ELL2","RNA polymerase II elongation factor ELL2","ELL2","O00472"
"seq.11510.31","Apo L1","Apolipoprotein L1","APOL1","O14791"
"seq.11510.51","Apo L1","Apolipoprotein L1","APOL1","O14791"
"seq.11513.92","CD38","ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1","CD38","P28907"
"seq.11514.196","CD59","CD59 glycoprotein","CD59","P13987"
"seq.11516.7","FABPL","Fatty acid-binding protein; liver","FABP1","P07148"
"seq.11530.37","HEM3","Porphobilinogen deaminase","HMBS","P08397"
"seq.11531.24","GI24:CD","V-type immunoglobulin domain-containing suppressor of T-cell activation:Cytoplasmic domain","VSIR","Q9H7M9"
"seq.11534.6","LRIT3","Leucine-rich repeat; immunoglobulin-like domain and transmembrane domain-containing protein 3","LRIT3","Q3SXY7"
"seq.11536.9","MYSM1","Histone H2A deubiquitinase MYSM1","MYSM1","Q5VVJ2"
"seq.11537.12","TFR2","Transferrin receptor protein 2","TFR2","Q9UP52"
"seq.11538.216","DCMC","Malonyl-CoA decarboxylase; mitochondrial","MLYCD","O95822"
"seq.11539.4","ATPK","ATP synthase subunit f; mitochondrial","ATP5MF","P56134"
"seq.11540.37","FOXO3A","Forkhead box protein O3","FOXO3","O43524"
"seq.11542.11","TM230","Transmembrane protein 230","TMEM230","Q96A57"
"seq.11543.84","LIMA1","LIM domain and actin-binding protein 1","LIMA1","Q9UHB6"
"seq.11544.39","PHF3","PHD finger protein 3","PHF3","Q92576"
"seq.11545.9","HVEM","Tumor necrosis factor receptor superfamily member 14","TNFRSF14","Q92956"
"seq.11546.7","CYGB","Cytoglobin","CYGB","Q8WWM9"
"seq.11547.84","MUSK","Muscle; skeletal receptor tyrosine-protein kinase","MUSK","O15146"
"seq.11548.84","MPIP1","M-phase inducer phosphatase 1","CDC25A","P30304"
"seq.11549.6","ISL1","Insulin gene enhancer protein ISL-1","ISL1","P61371"
"seq.11551.16","HM20B","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related","HMG20B","Q9P0W2"
"seq.11556.19","ARFG1","ADP-ribosylation factor GTPase-activating protein 1","ARFGAP1","Q8N6T3"
"seq.11557.3","SMUF1","E3 ubiquitin-protein ligase SMURF1","SMURF1","Q9HCE7"
"seq.11560.76","NFAC4","Nuclear factor of activated T-cells; cytoplasmic 4","NFATC4","Q14934"
"seq.11562.9","DPOE2","DNA polymerase epsilon subunit 2","POLE2","P56282"
"seq.11563.51","SYTL4:C2 2","Synaptotagmin-like protein 4:Ca2+-dependent membrane-targeting module 2","SYTL4","Q96C24"
"seq.11565.58","ZNF23","Zinc finger protein 23","ZNF23","P17027"
"seq.11566.48","Keratin 72","Keratin; type II cytoskeletal 72","KRT72","Q14CN4"
"seq.11567.23","ZNF10","Zinc finger protein 10","ZNF10","P21506"
"seq.11570.94","BAP29","B-cell receptor-associated protein 29","BCAP29","Q9UHQ4"
"seq.11571.75","NKG2E:ECD","NKG2-E type II integral membrane protein:Isoform E; Extracellular domain","KLRC3","Q07444"
"seq.11572.4","DYN2","Dynamin-2","DNM2","P50570"
"seq.11573.3","SRSF6","Serine/arginine-rich splicing factor 6","SRSF6","Q13247"
"seq.11582.63","DNJA2","DnaJ homolog subfamily A member 2","DNAJA2","O60884"
"seq.11586.2","LRRN1:ECD","Leucine-rich repeat neuronal protein 1:Extracellular domain","LRRN1","Q6UXK5"
"seq.11587.5","MGAP","MAX gene-associated protein","MGA","Q8IWI9"
"seq.11590.5","RBM23","Probable RNA-binding protein 23","RBM23","Q86U06"
"seq.11591.43","PRC1","Protein regulator of cytokinesis 1","PRC1","O43663"
"seq.11592.1","ELAV1","ELAV-like protein 1","ELAVL1","Q15717"
"seq.11593.21","MIG","C-X-C motif chemokine 9","CXCL9","Q07325"
"seq.11596.47","ZN75D","Zinc finger protein 75D","ZNF75D","P51815"
"seq.11601.26","DHX8","ATP-dependent RNA helicase DHX8","DHX8","Q14562"
"seq.11602.12","CPNE1:VWFA","Copine-1:Von Willebrand factor type A domain","CPNE1","Q99829"
"seq.11606.22","DNJB6","DnaJ homolog subfamily B member 6","DNAJB6","O75190"
"seq.11607.15","BRD1","Bromodomain-containing protein 1","BRD1","O95696"
"seq.11614.29","ERH","Enhancer of rudimentary homolog","ERH","P84090"
"seq.11615.16","DAPP1","Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide","DAPP1","Q9UN19"
"seq.11616.9","HSF1","Heat shock factor protein 1","HSF1","Q00613"
"seq.11617.1","LFA-1 alpha-L chain","Integrin alpha-L","ITGAL","P20701"
"seq.11618.83","MYB","Transcriptional activator Myb","MYB","P10242"
"seq.11626.7","UB2V1","Ubiquitin-conjugating enzyme E2 variant 1","UBE2V1","Q13404"
"seq.11629.36","TRAF4","TNF receptor-associated factor 4","TRAF4","Q9BUZ4"
"seq.11633.89","AHSA1","Activator of 90 kDa heat shock protein ATPase homolog 1","AHSA1","O95433"
"seq.11634.32","RGS10","Regulator of G-protein signaling 10","RGS10","O43665"
"seq.11636.33","Transgelin-2","Transgelin-2","TAGLN2","P37802"
"seq.11638.42","B3GT2","Beta-1;3-galactosyltransferase 2","B3GALT2","O43825"
"seq.11643.73","DTX3L","E3 ubiquitin-protein ligase DTX3L","DTX3L","Q8TDB6"
"seq.11645.9","P4HA1","Prolyl 4-hydroxylase subunit alpha-1","P4HA1","P13674"
"seq.11646.4","Carbohydrate sulfotransferase 9","Carbohydrate sulfotransferase 9","CHST9","Q7L1S5"
"seq.11647.6","Frizzled-10:CD","Frizzled-10:Cytoplasmic domain","FZD10","Q9ULW2"
"seq.11649.3","SMAP1","Stromal membrane-associated protein 1","SMAP1","Q8IYB5"
"seq.11651.24","AGO1","Protein argonaute-1","AGO1","Q9UL18"
"seq.11653.69","SC6A9","Sodium- and chloride-dependent glycine transporter 1","SLC6A9","P48067"
"seq.11654.77","NRSN1","Neurensin-1","NRSN1","Q8IZ57"
"seq.11656.110","EVL","Ena/VASP-like protein","EVL","Q9UI08"
"seq.11657.86","SOCS7","Suppressor of cytokine signaling 7","SOCS7","O14512"
"seq.11659.31","EPN4","Clathrin interactor 1","CLINT1","Q14677"
"seq.11661.11","NALP1","NACHT; LRR and PYD domains-containing protein 1","NLRP1","Q9C000"
"seq.11664.32","ARFG2","ADP-ribosylation factor GTPase-activating protein 2","ARFGAP2","Q8N6H7"
"seq.11667.29","TENC1","Tensin-2","TNS2","Q63HR2"
"seq.11669.39","SO5A1","Solute carrier organic anion transporter family member 5A1","SLCO5A1","Q9H2Y9"
"seq.11670.18","GP101","Probable G-protein coupled receptor 101","GPR101","Q96P66"
"seq.11671.19","BRPF1","Peregrin","BRPF1","P55201"
"seq.11672.17","KI16B","Kinesin-like protein KIF16B","KIF16B","Q96L93"
"seq.11677.17","ZDH14","Probable palmitoyltransferase ZDHHC14","ZDHHC14","Q8IZN3"
"seq.11678.105","CXD2","Gap junction delta-2 protein","GJD2","Q9UKL4"
"seq.11681.8","NUPL","Arf-GAP domain and FG repeat-containing protein 1","AGFG1","P52594"
