AptName,TargetFullName,Target,UniProt,logFC,AveExpr,t,P.Value,adj.P.Val,B
seq.11476.43,Vacuolar protein sorting-associated protein 4A,VPS4A,Q9UN37,-0.858422592,12.39369204,-1.506795817,0.148262125,0.982436854,-4.446845716
seq.13465.5,Calcipressin-1,CCP1,P53805,0.547415261,13.84685513,1.506511299,0.148334604,0.982436854,-4.44695845
seq.17706.4,Protein phosphatase 1 regulatory subunit 1A,PPR1A,Q13522,0.194122482,10.23081536,1.505925845,0.148483835,0.982436854,-4.447190381
seq.6069.71,Sulfatase-modifying factor 2,SUMF2,Q8NBJ7,-0.553621023,13.68216108,-1.505801293,0.148515599,0.982436854,-4.447239716
seq.8007.19,Cathepsin B,Cathepsin B,P07858,-0.284324972,10.94970537,-1.505322304,0.148637806,0.982436854,-4.447429418
seq.20117.5,Eukaryotic translation initiation factor 4E-binding protein 2,4EBP2,Q13542,-0.716575248,10.21154106,-1.505216425,0.14866483,0.982436854,-4.447471345
seq.6408.2,Inhibin beta C chain,INHBC,P55103,0.500800761,12.94793076,1.504755572,0.148782506,0.982436854,-4.447653821
seq.5242.37,Dual specificity mitogen-activated protein kinase kinase 4,MP2K4,P45985,0.484307949,13.40917743,1.504299813,0.148898956,0.982436854,-4.447834243
seq.8046.9,Galectin-1,Galectin-1,P09382,-0.237550044,11.50464245,-1.503508516,0.149101319,0.982436854,-4.448147415
seq.22978.13,High mobility group protein B2,HMG-2,P26583,-0.628588761,11.35127388,-1.503194827,0.149181603,0.982436854,-4.448271535
seq.8345.27,Glutathione peroxidase 7,GPX7,Q96SL4,0.166323748,10.47270174,1.503137442,0.149196293,0.982436854,-4.448294239
seq.3132.1,Vascular endothelial growth factor C,VEGF-C,P49767,-0.369172104,10.81571344,-1.502257117,0.149421807,0.982436854,-4.448642468
seq.23521.29,Nucleoside diphosphate kinase 7,NDK7,Q9Y5B8,-0.691464902,10.57386678,-1.501825195,0.149532556,0.982436854,-4.448813275
seq.12786.61,Glycerophosphocholine phosphodiesterase GPCPD1,GDE5,Q9NPB8,-0.248216042,9.707001323,-1.501605602,0.149588888,0.982436854,-4.448900103
seq.3216.2,Polymeric immunoglobulin receptor,PIGR,P01833,-0.470311214,12.08630744,-1.500887731,0.149773163,0.982436854,-4.449183895
seq.7200.4,Leucine-rich repeat and fibronectin type-III domain-containing protein 2,LRFN2,Q9ULH4,-0.290055319,9.245121736,-1.500822554,0.149789903,0.982436854,-4.449209657
seq.12658.72,Pantothenate kinase 3,PANK3,Q9H999,-0.37170232,12.26360064,-1.50071976,0.149816308,0.982436854,-4.449250286
seq.13450.49,Ubiquitin carboxyl-terminal hydrolase 8,UBP8,P40818,-0.909792246,12.52684651,-1.500619701,0.149842014,0.982436854,-4.449289832
seq.18330.7,Phosphoglucomutase-2,PGM2,Q96G03,-0.443963456,11.93763986,-1.500420771,0.149893131,0.982436854,-4.44936845
seq.7976.19,DOMON domain-containing protein FRRS1L,FRS1L,Q9P0K9,0.40576712,8.252004082,1.500166127,0.149958585,0.982436854,-4.449469076
seq.3583.54,Arylsulfatase A,Arylsulfatase A,P15289,0.151666521,11.90969585,1.499768124,0.150060936,0.982436854,-4.449626332
seq.10553.8,Torsin-1A-interacting protein 2,TOIP2,Q8NFQ8,-0.259754949,11.6509258,-1.498695338,0.150337103,0.982436854,-4.450050069
seq.6442.6,B melanoma antigen 3,BAGE3,Q86Y29,0.389101724,10.89480071,1.498526703,0.150380552,0.982436854,-4.45011666
seq.22523.4,Polyadenylate-binding protein 5,PABP5,Q96DU9,0.102735284,8.591111519,1.497971882,0.150523577,0.982436854,-4.450335716
seq.8565.160,Plasmalemma vesicle-associated protein,PLVAP,Q9BX97,-0.556501656,11.75585263,-1.497846084,0.150556021,0.982436854,-4.450385376
seq.17164.15,Annexin A4,annexin IV,P09525,-0.658801899,11.01166438,-1.497215168,0.150718828,0.982436854,-4.4506344
seq.15583.18,Fc receptor-like B,FCRLB,Q6BAA4,0.373613912,9.739902013,1.497187434,0.150725988,0.982436854,-4.450645345
seq.16765.52,Platelet basic protein,PBP,P02775,-0.217072328,14.74293756,-1.495933266,0.151050065,0.982436854,-4.451140163
seq.20457.13,Cytochrome c oxidase assembly factor 4 homolog; mitochondrial,COA4,Q9NYJ1,-0.201778848,10.65175562,-1.495757827,0.151095445,0.982436854,-4.451209359
seq.5730.60,C-X-C motif chemokine 14,BRAK,O95715,-0.447292539,10.82374677,-1.494370526,0.15145468,0.982436854,-4.451756353
seq.21395.23,Protocadherin-17,PCD17,O14917,0.467533415,11.15824749,1.493984348,0.151554804,0.982436854,-4.45190856
seq.4976.57,Adapter molecule crk,CRK,P46108,-0.424538505,12.7171014,-1.493672036,0.151635817,0.982436854,-4.452031636
seq.23278.13,39S ribosomal protein L12; mitochondrial,39S ribosomal protein L12,P52815,-0.445216833,11.77435977,-1.493634083,0.151645664,0.982436854,-4.452046591
seq.9468.8,Vesicular integral-membrane protein VIP36,Lectin; mannose-binding 2,Q12907,-0.309194044,12.44804888,-1.492937153,0.151826584,0.982436854,-4.452321172
seq.23593.14,Protein MB21D2,M21D2,Q8IYB1,-0.225264305,11.51427208,-1.49262987,0.151906409,0.982436854,-4.452442211
seq.13605.16,Annexin A10,ANX10,Q9UJ72,-0.180337606,11.94091187,-1.491982479,0.1520747,0.982436854,-4.452697168
seq.5030.52,NAD-dependent protein deacetylase sirtuin-2,SIRT2,Q8IXJ6,-0.71205726,15.0400915,-1.49114314,0.152293117,0.982436854,-4.453027612
seq.11143.32,Noelin-3:Isoform 2; N-term,NOE3:N-term,Q96PB7,0.209825516,12.11459765,1.490083355,0.152569268,0.982436854,-4.453444675
seq.7118.24,Immunoglobulin superfamily DCC subclass member 3:Extracellular domain,IGDC3:ECD,Q8IVU1,0.091069456,10.30303653,1.490063616,0.152574415,0.982436854,-4.453452441
seq.24682.35,Cytochrome b reductase 1,CYBR1,Q53TN4,-0.181272531,13.44193345,-1.489355449,0.152759178,0.982436854,-4.453731021
seq.15432.1,Otoraplin,Otoraplin,Q9NRC9,0.414990068,10.92522504,1.489337905,0.152763757,0.982436854,-4.453737922
seq.13707.27,SPARC-like protein 1,SPARCL1,Q14515,-0.510846421,13.59750336,-1.488842,0.152893253,0.982436854,-4.45393295
seq.10058.1,UV excision repair protein RAD23 homolog A,RD23A,P54725,-0.601909206,13.7922373,-1.488568986,0.152964584,0.982436854,-4.454040303
seq.22088.3,Protein BTG1,BTG1,P62324,-0.270579524,12.17859351,-1.48843159,0.153000492,0.982436854,-4.454094323
seq.20116.30,Serine/threonine-protein kinase OSR1,OXSR1,O95747,-0.894684952,10.3938725,-1.488050454,0.153100137,0.982436854,-4.454244161
seq.11312.40,Mismatch repair endonuclease PMS2,PMS2,P54278,0.225448997,10.2587467,1.48751158,0.153241111,0.982436854,-4.454455968
seq.21756.5,UBE2N/UBE2V2 Complex,UBE2N/UBE2V2 Complex,P61088|Q15819,-0.968759114,12.96782786,-1.487442897,0.153259087,0.982436854,-4.454482961
seq.3022.4,Cytotoxic T-lymphocyte protein 4,CTLA-4,P16410,0.315297771,6.959873615,1.486994434,0.153376503,0.982436854,-4.454659189
seq.12572.236,Embryonal Fyn-associated substrate,EFS,O43281,-0.192018465,11.19520782,-1.48629289,0.153560327,0.982436854,-4.454934799
seq.9979.13,Amphoterin-induced protein 1:Cytoplasmic domain,AMGO1:CD,Q86WK6,-0.66911506,11.62912623,-1.486082179,0.153615574,0.982436854,-4.455017563
seq.4272.46,Glucose-6-phosphate isomerase,PHI,P06744,-0.487559607,14.63283875,-1.484808437,0.153949891,0.982436854,-4.455517709
seq.6221.1,ADP-dependent glucokinase,ADPGK,Q9BRR6,0.167569323,10.89580488,1.484721425,0.153972751,0.982436854,-4.455551865
seq.18894.1,Glutathione peroxidase 2,GPX2,P18283,0.502771006,9.945916562,1.484631336,0.153996422,0.982436854,-4.455587228
seq.2829.19,Interleukin-27,IL-27,Q8NEV9|Q14213,0.607922194,10.08835731,1.484117719,0.154131432,0.982436854,-4.455788811
seq.9172.69,Neutrophil collagenase,MMP-8,P22894,-0.391573036,16.77952949,-1.48217855,0.154642043,0.982436854,-4.456549484
seq.19239.5,ADP-ribosylation factor 1,ARF1,P84077,-0.566686417,10.64842558,-1.482023489,0.154682933,0.982436854,-4.456610282
seq.15447.45,Sorbitol dehydrogenase,Sorbitol dehydrogenase,Q00796,-0.5960661,11.99584474,-1.482011899,0.154685989,0.982436854,-4.456614826
seq.14246.50,Docking protein 2,DOK2,O60496,-1.019472899,10.6740784,-1.481578798,0.154800247,0.982436854,-4.456784618
seq.12842.43,Syntaxin-10,STX10,O60499,-0.292607425,12.72888224,-1.481255468,0.15488559,0.982436854,-4.456911355
seq.5456.59,Beta-Ala-His dipeptidase,CNDP1,Q96KN2,0.257825911,12.56262589,1.480676646,0.155038468,0.982436854,-4.457138192
seq.8312.139,UMP-CMP kinase,Cytidylate kinase,P30085,-0.32883077,12.03740459,-1.48002263,0.155211355,0.982436854,-4.45739443
seq.23677.30,NCK-interacting protein with SH3 domain,SPN90,Q9NZQ3,-0.89349423,12.91427709,-1.47990071,0.155243602,0.982436854,-4.457442189
seq.17768.50,Hydroxyacid oxidase 1,HAOX1,Q9UJM8,-0.489166438,10.32269879,-1.47921023,0.15542633,0.982436854,-4.457712619
seq.9762.14,Vasodilator-stimulated phosphoprotein,VASP,P50552,-0.587109666,14.75549985,-1.478298034,0.155668004,0.982436854,-4.45806976
seq.23326.10,Glutathione S-transferase A2,GSTA2,P09210,-0.811870063,12.52350177,-1.478155499,0.155705795,0.982436854,-4.458125552
seq.11911.13,Leucine-rich repeat-containing protein 4B:Cytoplasmic domain,LRC4B:CD,Q9NT99,0.193505583,8.493194969,1.477910575,0.155770749,0.982436854,-4.458221414
seq.17332.3,Poly(ADP-ribose) glycohydrolase ARH3,ARHL2,Q9NX46,-0.656351433,13.07684041,-1.477134817,0.155976629,0.982436854,-4.458524974
seq.4203.50,Cofilin-1,Cofilin-1,P23528,-0.260742342,11.23673424,-1.476653874,0.156104379,0.982436854,-4.458713118
seq.5307.12,Coagulation factor IXab,Coagulation Factor IXab,P00740,-0.47985229,13.45573442,-1.476122522,0.156245619,0.982436854,-4.458920937
seq.18373.13,Radixin,Radixin,P35241,-0.649469134,12.0782435,-1.475751095,0.156344411,0.982436854,-4.459066178
seq.22839.23,Zinc finger protein 263,ZN263,O14978,0.348785602,12.95253817,1.47514046,0.156506939,0.982436854,-4.459304907
seq.9999.1,Interferon regulatory factor 6,IRF6,O14896,-0.475789831,10.96327519,-1.47499256,0.156546325,0.982436854,-4.459362719
seq.11120.49,N-acetyltransferase 14,NAT14,Q8WUY8,-0.205550102,11.92432442,-1.47476587,0.156606709,0.982436854,-4.459451321
seq.12563.2,Tumor necrosis factor alpha-induced protein 8,TFIP8,O95379,-0.463129146,11.77192994,-1.473413392,0.156967368,0.982436854,-4.45997976
seq.6291.55,Calsyntenin-3,Alcadein-beta,Q9BQT9,-0.553402907,11.77817373,-1.473368315,0.1569794,0.982436854,-4.459997367
seq.13406.161,CMRF35-like molecule 6,CLM6,Q08708,0.728340228,11.12211552,1.473048542,0.157064777,0.982436854,-4.460122259
seq.5741.55,Eosinophil cationic protein,ECP,P12724,-0.744350377,12.18392268,-1.472963314,0.157087538,0.982436854,-4.460155544
seq.19131.184,Nucleolysin TIAR,TIAR,Q01085,-0.31061534,11.11344889,-1.472142402,0.157306916,0.982436854,-4.460476073
seq.15395.15,Glutathione S-transferase Mu 1,GST M1-1,P09488,-0.868091883,10.96216115,-1.471318349,0.157527385,0.982436854,-4.460797711
seq.14309.8,Heterogeneous nuclear ribonucleoprotein H,HNRH1,P31943,-0.278162159,11.95885153,-1.470714537,0.15768909,0.982436854,-4.461033312
seq.14229.5,Adenylyltransferase and sulfurtransferase MOCS3,MOCS3,O95396,-0.135764322,11.51087801,-1.47054813,0.157733679,0.982436854,-4.461098231
seq.7173.141,Transmembrane protein 132C:Extracellular domain,T132C:ECD,Q8N3T6,0.337241006,12.27272596,1.470417875,0.157768588,0.982436854,-4.461149044
seq.13587.10,Rac GTPase-activating protein 1,RGAP1,Q9H0H5,-0.784179281,11.04784041,-1.469931977,0.157898868,0.982436854,-4.461338566
seq.19289.29,Uroporphyrinogen decarboxylase,DCUP,P06132,-0.721215547,13.94596281,-1.468914428,0.15817198,0.982436854,-4.461735324
seq.9503.1,Neuromedin-S,NMS,Q5H8A3,-0.157458859,10.80733915,-1.468823863,0.158196306,0.982436854,-4.461770628
seq.18943.4,Prostaglandin reductase 2,PTGR2,Q8N8N7,-0.519064989,12.47090332,-1.468724528,0.158222992,0.982436854,-4.461809349
seq.19163.26,Leucine-rich repeat-containing protein 59,LRC59,Q96AG4,-0.595203574,10.74577486,-1.46825914,0.158348064,0.982436854,-4.461990736
seq.10600.24,Calmegin,CLGN,O14967,-0.623708616,12.47186478,-1.467670976,0.158506249,0.982436854,-4.462219922
seq.18309.18,Citrate synthase; mitochondrial,CISY,O75390,-0.579372397,12.4135794,-1.467081213,0.158664992,0.982436854,-4.462449671
seq.19144.9,Transcription factor 4,ITF2,P15884,-0.732098812,10.4969304,-1.465606781,0.159062427,0.982436854,-4.463023791
seq.10668.5,Syntaxin-4,STX4,Q12846,-0.88314952,12.02711083,-1.462712472,0.159844957,0.982436854,-4.464149692
seq.4297.62,Spondin-1,Spondin-1,Q9HCB6,0.274301704,10.25271343,1.462460783,0.159913154,0.982436854,-4.464247532
seq.2658.27,NT-3 growth factor receptor,TrkC,Q16288,0.293410959,12.35552003,1.462195508,0.159985058,0.982436854,-4.464350641
seq.15404.3,Interferon alpha-21,IFN21,P01568,-0.28194755,9.088849178,-1.462083134,0.160015525,0.982436854,-4.464394316
seq.6565.68,CUB domain-containing protein 1,CDCP1,Q9H5V8,0.332622629,10.87467408,1.46186417,0.160074906,0.982436854,-4.464479411
seq.25898.4,Chitinase domain-containing protein 1,CHID1,Q9BWS9,0.116210187,10.17026548,1.461824769,0.160085593,0.982436854,-4.464494722
seq.23396.21,Twinfilin-2,TWF2,Q6IBS0,-0.961509527,12.26498074,-1.461231674,0.160246532,0.982436854,-4.464725168
seq.18156.7,Ubiquitin-like-conjugating enzyme ATG3,ATG3,Q9NT62,-0.309023615,9.7756777,-1.46119496,0.160256499,0.982436854,-4.464739432
seq.22113.2,Ubiquinone biosynthesis monooxygenase COQ6; mitochondrial,COQ6,Q9Y2Z9,0.302061929,9.991304154,1.46116998,0.160263281,0.982436854,-4.464749136
seq.21437.77,Methylated-DNA--protein-cysteine methyltransferase,MGMT,P16455,-0.495375895,12.60510925,-1.460683658,0.160395356,0.982436854,-4.464938045
seq.10064.12,Putative hydrolase RBBP9,RBBP9,O75884,-0.151592964,11.78658535,-1.460317187,0.160494941,0.982436854,-4.465080371
seq.19293.6,Vacuolar protein sorting-associated protein 26A,VP26A,O75436,-0.511281802,14.18005246,-1.459542249,0.16070569,0.982436854,-4.465381257
seq.13535.2,Collagen type IV alpha-3-binding protein:PH domain,C43BP:PH domain,Q9Y5P4,-0.460178158,10.51294604,-1.459449693,0.160730876,0.982436854,-4.465417187
seq.9764.79,Heterogeneous nuclear ribonucleoprotein F,HNRPF,P52597,-0.709736981,13.84546637,-1.459092296,0.16082816,0.982436854,-4.465555913
seq.14205.6,Protein HEXIM2,HEXI2,Q96MH2,-0.292547251,9.496378961,-1.45902209,0.160847276,0.982436854,-4.465583161
seq.8059.1,Thrombopoietin,Tpo,P40225,0.195848172,10.46217484,1.458406251,0.161015039,0.982436854,-4.465822143
seq.12356.65,Sorcin,Sorcin,P30626,-0.843473585,10.81910368,-1.457786936,0.161183891,0.982436854,-4.466062407
seq.22958.6,Destrin,DEST,P60981,-0.568632049,11.83910426,-1.457321889,0.161310779,0.982436854,-4.466242779
seq.18275.5,Cysteine-rich protein 1,CRIP1,P50238,0.92351126,10.99259044,1.457120334,0.161365798,0.982436854,-4.466320942
seq.21384.2,Alpha-L-fucoside fucohydrolase,Alpha-L-fucosidase I,P04066,-0.657781428,12.50131954,-1.456986228,0.161402414,0.982436854,-4.466372944
seq.11634.32,Regulator of G-protein signaling 10,RGS10,O43665,-0.975842064,14.1744973,-1.45625817,0.16160132,0.982436854,-4.466655208
seq.12392.30,ADP-ribosylation factor-like protein 1,ARL1,P40616,-0.182614447,11.85605593,-1.455899042,0.161699507,0.982436854,-4.466794406
seq.9188.119,C-X-C motif chemokine 9,MIG,Q07325,-0.706404775,9.65528797,-1.455763611,0.161736547,0.982436854,-4.466846893
seq.15527.90,Dihydrolipoyl dehydrogenase; mitochondrial,DLDH,P09622,0.737693273,12.00181293,1.455597118,0.161782092,0.982436854,-4.466911414
seq.20382.8,Motile sperm domain-containing protein 1,MSPD1,Q9UJG1,0.140282015,10.21250356,1.454804924,0.161998944,0.982436854,-4.467218347
seq.21322.60,Transcription initiation factor IIE subunit beta,T2EB,P29084,-0.540931073,9.9240274,-1.454393709,0.162111602,0.982436854,-4.467377628
seq.4124.24,Heat shock 70 kDa protein 1A,HSP 70,P0DMV8,-0.591451752,12.05562416,-1.453954538,0.162231989,0.982436854,-4.467547704
seq.10903.50,Syntaxin-8,STX8,Q9UNK0,-0.928096389,13.07379251,-1.453950977,0.162232966,0.982436854,-4.467549083
seq.13549.15,Disintegrin and metalloproteinase domain-containing protein 29,ADA29,Q9UKF5,0.100241817,10.62744261,1.45368699,0.162305366,0.982436854,-4.4676513
seq.16859.100,Endophilin-B1,SHLB1,Q9Y371,0.148203119,11.11621353,1.452826929,0.162541427,0.982436854,-4.467984235
seq.19169.88,Acidic fibroblast growth factor intracellular-binding protein,FIBP,O43427,-0.533107439,9.889621892,-1.452675196,0.162583102,0.982436854,-4.468042959
seq.5667.3,Semaphorin-3B,SEM3B,Q13214,0.103464402,10.51176526,1.452370461,0.162666828,0.982436854,-4.468160884
seq.19819.7,Regulator of G-protein signaling 21,RGS21,Q2M5E4,-0.170906242,14.95485594,-1.451817994,0.162818706,0.982436854,-4.468374636
seq.25446.34,Protein DDI1 homolog 2,DDI2,Q5TDH0,-0.994548166,12.03691535,-1.451577106,0.162884965,0.982436854,-4.468467819
seq.22049.24,14-3-3 protein eta,14-3-3 eta,Q04917,-0.409507649,15.59861651,-1.451426709,0.162926344,0.982436854,-4.468525993
seq.20593.10,Beta-1;3-galactosyltransferase 5,B3GT5,Q9Y2C3,-0.21307065,11.23889584,-1.451238258,0.162978205,0.982436854,-4.468598879
seq.16583.8,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],AP4A,P50583,-0.787355854,12.2952479,-1.450971291,0.163051697,0.982436854,-4.468702124
seq.17832.12,Isopentenyl-diphosphate delta-isomerase 2,IDI2,Q9BXS1,-0.265143373,9.125822638,-1.450647855,0.16314077,0.982436854,-4.468827189
seq.17151.84,Interferon regulatory factor 3,IRF-3,Q14653,-0.751182623,13.00383451,-1.450640624,0.163142762,0.982436854,-4.468829985
seq.22482.87,Keratin; type I cytoskeletal 14,K1C14,P02533,-0.210312611,10.92474305,-1.450577086,0.163160265,0.982436854,-4.468854551
seq.22989.24,Protein lin-7 homolog A,LIN7A,O14910,-0.532455174,10.48526554,-1.450551197,0.163167397,0.982436854,-4.468864561
seq.13583.19,Apoptotic protease-activating factor 1,Apaf-1,O14727,-0.292377733,11.89594313,-1.450435131,0.163199375,0.982436854,-4.468909435
seq.21733.11,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,OGT1,O15294,-0.355023038,8.160390725,-1.449943376,0.163334918,0.982436854,-4.469099532
seq.22045.8,Small ubiquitin-related modifier 4,SUMO4,Q6EEV6,-0.590461931,11.32956568,-1.449551954,0.163442871,0.982436854,-4.469250813
seq.21985.61,Integrin beta-1-binding protein 2,ITBP2,Q9UKP3,-0.578271432,10.85953916,-1.449115132,0.163563415,0.982436854,-4.469419609
seq.12821.6,NACHT; LRR and PYD domains-containing protein 10,NAL10,Q86W26,-0.374332162,11.37085389,-1.448888536,0.163625974,0.982436854,-4.469507157
seq.25051.104,Fat mass and obesity-associated protein,FTO,Q9C0B1,-0.590370947,11.26911582,-1.448770234,0.163658642,0.982436854,-4.46955286
seq.3317.33,Serine protease HTRA2; mitochondrial,HTRA2,O43464,-0.194785989,11.50635456,-1.448007455,0.163869408,0.982436854,-4.469847486
seq.16875.13,Protein mago nashi homolog 2,MGN2,Q96A72,-0.480973447,10.51668903,-1.446921251,0.164169923,0.982436854,-4.470266859
seq.8833.20,Tumor necrosis factor ligand superfamily member 10,TRAIL,P50591,0.262600114,10.28561714,1.446814518,0.164199476,0.982436854,-4.470308056
seq.19266.35,Ras GTPase-activating protein-binding protein 1,G3BP1,Q13283,-0.515083624,13.82791577,-1.445597351,0.164536805,0.982436854,-4.470777723
seq.14186.13,E3 ubiquitin-protein ligase rififylin,RFFL,Q8WZ73,0.581470363,12.63395855,1.445562062,0.164546593,0.982436854,-4.470791336
seq.23981.172,Carboxypeptidase A1,CBPA1,P15085,-0.151952071,8.757104354,-1.445521474,0.164557852,0.982436854,-4.470806992
seq.23259.23,EEF1A lysine methyltransferase 1,EFMT1,Q8WVE0,0.440589073,9.535254229,1.445456779,0.1645758,0.982436854,-4.470831948
seq.24948.79,Paraspeckle component 1,PSPC1,Q8WXF1,-0.543785021,11.19804838,-1.445255605,0.164631618,0.982436854,-4.470909545
seq.25232.4,EH domain-containing protein 3,EHD3,Q9NZN3,-1.122517083,14.05099315,-1.445074739,0.164681816,0.982436854,-4.470979302
seq.21331.19,B-cell CLL/lymphoma 7 protein family member A,BCL7A,Q4VC05,-0.494131395,10.43241447,-1.445071958,0.164682588,0.982436854,-4.470980375
seq.15304.1,Regenerating islet-derived protein 3-alpha,PAP1,Q06141,-0.495696067,13.65382332,-1.444641108,0.164802216,0.982436854,-4.471146524
seq.6425.87,Matrix metalloproteinase-19,MMP19,Q99542,-0.297313678,13.81742092,-1.444091939,0.164954798,0.982436854,-4.471358253
seq.17676.13,Cdc42-interacting protein 4,CIP4,Q15642,-0.987138188,12.05466382,-1.443664863,0.165073537,0.982436854,-4.471522873
seq.3872.2,Translationally-controlled tumor protein,TCTP,P13693,-0.992382011,12.3435975,-1.443586058,0.165095455,0.982436854,-4.471553245
seq.18813.15,ATP-dependent RNA helicase DDX19A,DD19A,Q9NUU7,-0.525829923,9.574906724,-1.442763966,0.16532424,0.982436854,-4.471870026
seq.17678.28,V-set and immunoglobulin domain-containing protein 4,VSIG4,Q9Y279,-0.661048966,13.1442117,-1.442736307,0.165331942,0.982436854,-4.471880681
seq.13941.82,Phenylalanine--tRNA ligase; mitochondrial,SYFM,O95363,0.128000124,11.40311767,1.442532693,0.165388649,0.982436854,-4.471959121
seq.13572.43,26S proteasome non-ATPase regulatory subunit 11,PSD11,O00231,-0.579995471,12.02371654,-1.442364143,0.165435602,0.982436854,-4.472024048
seq.2870.29,Ras-related C3 botulinum toxin substrate 1,RAC1,P63000,-0.791453099,12.45577671,-1.441690311,0.165623422,0.982436854,-4.472283561
seq.13104.32,Ephrin-B1,EFNB1,P98172,-0.228688097,11.48150846,-1.441334712,0.165722609,0.982436854,-4.472420481
seq.10022.207,DNA polymerase eta,POLH,Q9Y253,-0.364157268,8.319547818,-1.44105547,0.165800532,0.982436854,-4.472527985
